blocker_id,blocker_type,date,year,symbol,company,instrument_id,isin,expected_value,observed_value,source_tier,source_url,source_sha256,severity,root_cause,resolution_status,resolution_source,notes
COUNT_NOT_200:2019-04-02:1789,COUNT_NOT_200,2019-04-02,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-02:100
COUNT_NOT_200:2019-04-03:1790,COUNT_NOT_200,2019-04-03,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-03:100
COUNT_NOT_200:2019-04-04:1791,COUNT_NOT_200,2019-04-04,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-04:100
COUNT_NOT_200:2019-04-05:1792,COUNT_NOT_200,2019-04-05,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-05:100
COUNT_NOT_200:2019-04-08:1793,COUNT_NOT_200,2019-04-08,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-08:100
COUNT_NOT_200:2019-04-09:1794,COUNT_NOT_200,2019-04-09,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-09:100
COUNT_NOT_200:2019-04-10:1795,COUNT_NOT_200,2019-04-10,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-10:100
COUNT_NOT_200:2019-04-11:1796,COUNT_NOT_200,2019-04-11,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-11:100
COUNT_NOT_200:2019-04-12:1797,COUNT_NOT_200,2019-04-12,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-12:100
COUNT_NOT_200:2019-04-15:1798,COUNT_NOT_200,2019-04-15,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-15:100
COUNT_NOT_200:2019-04-16:1799,COUNT_NOT_200,2019-04-16,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-16:100
COUNT_NOT_200:2019-04-18:1800,COUNT_NOT_200,2019-04-18,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-18:100
COUNT_NOT_200:2019-04-22:1801,COUNT_NOT_200,2019-04-22,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-22:100
COUNT_NOT_200:2019-04-23:1802,COUNT_NOT_200,2019-04-23,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-23:100
COUNT_NOT_200:2019-04-24:1803,COUNT_NOT_200,2019-04-24,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-24:100
COUNT_NOT_200:2019-04-25:1804,COUNT_NOT_200,2019-04-25,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-25:100
COUNT_NOT_200:2019-04-26:1805,COUNT_NOT_200,2019-04-26,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-26:100
COUNT_NOT_200:2019-04-30:1806,COUNT_NOT_200,2019-04-30,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-04-30:100
COUNT_NOT_200:2019-05-02:1807,COUNT_NOT_200,2019-05-02,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-02:100
COUNT_NOT_200:2019-05-03:1808,COUNT_NOT_200,2019-05-03,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-03:100
COUNT_NOT_200:2019-05-06:1809,COUNT_NOT_200,2019-05-06,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-06:100
COUNT_NOT_200:2019-05-07:1810,COUNT_NOT_200,2019-05-07,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-07:100
COUNT_NOT_200:2019-05-08:1811,COUNT_NOT_200,2019-05-08,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-08:100
COUNT_NOT_200:2019-05-09:1812,COUNT_NOT_200,2019-05-09,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-09:100
COUNT_NOT_200:2019-05-10:1813,COUNT_NOT_200,2019-05-10,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-10:100
COUNT_NOT_200:2019-05-13:1814,COUNT_NOT_200,2019-05-13,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-13:100
COUNT_NOT_200:2019-05-14:1815,COUNT_NOT_200,2019-05-14,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-14:100
COUNT_NOT_200:2019-05-15:1816,COUNT_NOT_200,2019-05-15,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-15:100
COUNT_NOT_200:2019-05-16:1817,COUNT_NOT_200,2019-05-16,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-16:100
COUNT_NOT_200:2019-05-17:1818,COUNT_NOT_200,2019-05-17,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-17:100
COUNT_NOT_200:2019-05-20:1819,COUNT_NOT_200,2019-05-20,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-20:100
COUNT_NOT_200:2019-05-21:1820,COUNT_NOT_200,2019-05-21,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-21:100
COUNT_NOT_200:2019-05-22:1821,COUNT_NOT_200,2019-05-22,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-22:100
COUNT_NOT_200:2019-05-23:1822,COUNT_NOT_200,2019-05-23,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-23:100
COUNT_NOT_200:2019-05-24:1823,COUNT_NOT_200,2019-05-24,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-24:100
COUNT_NOT_200:2019-05-27:1824,COUNT_NOT_200,2019-05-27,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-27:100
COUNT_NOT_200:2019-05-28:1825,COUNT_NOT_200,2019-05-28,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-28:100
COUNT_NOT_200:2019-05-29:1826,COUNT_NOT_200,2019-05-29,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-29:100
COUNT_NOT_200:2019-05-30:1827,COUNT_NOT_200,2019-05-30,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-30:100
COUNT_NOT_200:2019-05-31:1828,COUNT_NOT_200,2019-05-31,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-05-31:100
COUNT_NOT_200:2019-06-03:1829,COUNT_NOT_200,2019-06-03,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-03:100
COUNT_NOT_200:2019-06-04:1830,COUNT_NOT_200,2019-06-04,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-04:100
COUNT_NOT_200:2019-06-06:1831,COUNT_NOT_200,2019-06-06,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-06:100
COUNT_NOT_200:2019-06-07:1832,COUNT_NOT_200,2019-06-07,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-07:100
COUNT_NOT_200:2019-06-10:1833,COUNT_NOT_200,2019-06-10,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-10:100
COUNT_NOT_200:2019-06-11:1834,COUNT_NOT_200,2019-06-11,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-11:100
COUNT_NOT_200:2019-06-12:1835,COUNT_NOT_200,2019-06-12,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-12:100
COUNT_NOT_200:2019-06-13:1836,COUNT_NOT_200,2019-06-13,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-13:100
COUNT_NOT_200:2019-06-14:1837,COUNT_NOT_200,2019-06-14,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-14:100
COUNT_NOT_200:2019-06-17:1838,COUNT_NOT_200,2019-06-17,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-17:100
COUNT_NOT_200:2019-06-18:1839,COUNT_NOT_200,2019-06-18,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-18:100
COUNT_NOT_200:2019-06-19:1840,COUNT_NOT_200,2019-06-19,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-19:100
COUNT_NOT_200:2019-06-20:1841,COUNT_NOT_200,2019-06-20,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-20:100
COUNT_NOT_200:2019-06-21:1842,COUNT_NOT_200,2019-06-21,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-21:100
COUNT_NOT_200:2019-06-24:1843,COUNT_NOT_200,2019-06-24,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-24:100
COUNT_NOT_200:2019-06-25:1844,COUNT_NOT_200,2019-06-25,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-25:100
COUNT_NOT_200:2019-06-26:1845,COUNT_NOT_200,2019-06-26,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-26:100
COUNT_NOT_200:2019-06-27:1846,COUNT_NOT_200,2019-06-27,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-27:100
COUNT_NOT_200:2019-06-28:1847,COUNT_NOT_200,2019-06-28,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-06-28:100
COUNT_NOT_200:2019-07-01:1848,COUNT_NOT_200,2019-07-01,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-01:100
COUNT_NOT_200:2019-07-02:1849,COUNT_NOT_200,2019-07-02,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-02:100
COUNT_NOT_200:2019-07-03:1850,COUNT_NOT_200,2019-07-03,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-03:100
COUNT_NOT_200:2019-07-04:1851,COUNT_NOT_200,2019-07-04,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-04:100
COUNT_NOT_200:2019-07-05:1852,COUNT_NOT_200,2019-07-05,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-05:100
COUNT_NOT_200:2019-07-08:1853,COUNT_NOT_200,2019-07-08,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-08:100
COUNT_NOT_200:2019-07-09:1854,COUNT_NOT_200,2019-07-09,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-09:100
COUNT_NOT_200:2019-07-10:1855,COUNT_NOT_200,2019-07-10,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-10:100
COUNT_NOT_200:2019-07-11:1856,COUNT_NOT_200,2019-07-11,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-11:100
COUNT_NOT_200:2019-07-12:1857,COUNT_NOT_200,2019-07-12,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-12:100
COUNT_NOT_200:2019-07-15:1858,COUNT_NOT_200,2019-07-15,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-15:100
COUNT_NOT_200:2019-07-16:1859,COUNT_NOT_200,2019-07-16,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-16:100
COUNT_NOT_200:2019-07-17:1860,COUNT_NOT_200,2019-07-17,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-17:100
COUNT_NOT_200:2019-07-18:1861,COUNT_NOT_200,2019-07-18,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-18:100
COUNT_NOT_200:2019-07-19:1862,COUNT_NOT_200,2019-07-19,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-19:100
COUNT_NOT_200:2019-07-22:1863,COUNT_NOT_200,2019-07-22,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-22:100
COUNT_NOT_200:2019-07-23:1864,COUNT_NOT_200,2019-07-23,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-23:100
COUNT_NOT_200:2019-07-24:1865,COUNT_NOT_200,2019-07-24,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-24:100
COUNT_NOT_200:2019-07-25:1866,COUNT_NOT_200,2019-07-25,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-25:100
COUNT_NOT_200:2019-07-26:1867,COUNT_NOT_200,2019-07-26,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-26:100
COUNT_NOT_200:2019-07-29:1868,COUNT_NOT_200,2019-07-29,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-29:100
COUNT_NOT_200:2019-07-30:1869,COUNT_NOT_200,2019-07-30,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-30:100
COUNT_NOT_200:2019-07-31:1870,COUNT_NOT_200,2019-07-31,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-07-31:100
COUNT_NOT_200:2019-08-01:1871,COUNT_NOT_200,2019-08-01,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-01:100
COUNT_NOT_200:2019-08-02:1872,COUNT_NOT_200,2019-08-02,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-02:100
COUNT_NOT_200:2019-08-05:1873,COUNT_NOT_200,2019-08-05,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-05:100
COUNT_NOT_200:2019-08-06:1874,COUNT_NOT_200,2019-08-06,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-06:100
COUNT_NOT_200:2019-08-07:1875,COUNT_NOT_200,2019-08-07,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-07:100
COUNT_NOT_200:2019-08-08:1876,COUNT_NOT_200,2019-08-08,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-08:100
COUNT_NOT_200:2019-08-09:1877,COUNT_NOT_200,2019-08-09,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-09:100
COUNT_NOT_200:2019-08-13:1878,COUNT_NOT_200,2019-08-13,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-13:100
COUNT_NOT_200:2019-08-14:1879,COUNT_NOT_200,2019-08-14,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-14:100
COUNT_NOT_200:2019-08-16:1880,COUNT_NOT_200,2019-08-16,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-16:100
COUNT_NOT_200:2019-08-19:1881,COUNT_NOT_200,2019-08-19,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-19:100
COUNT_NOT_200:2019-08-20:1882,COUNT_NOT_200,2019-08-20,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-20:100
COUNT_NOT_200:2019-08-21:1883,COUNT_NOT_200,2019-08-21,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-21:100
COUNT_NOT_200:2019-08-22:1884,COUNT_NOT_200,2019-08-22,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-22:100
COUNT_NOT_200:2019-08-23:1885,COUNT_NOT_200,2019-08-23,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-23:100
COUNT_NOT_200:2019-08-26:1886,COUNT_NOT_200,2019-08-26,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-26:100
COUNT_NOT_200:2019-08-27:1887,COUNT_NOT_200,2019-08-27,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-27:100
COUNT_NOT_200:2019-08-28:1888,COUNT_NOT_200,2019-08-28,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-28:100
COUNT_NOT_200:2019-08-29:1889,COUNT_NOT_200,2019-08-29,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-29:100
COUNT_NOT_200:2019-08-30:1890,COUNT_NOT_200,2019-08-30,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-08-30:100
COUNT_NOT_200:2019-09-03:1891,COUNT_NOT_200,2019-09-03,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-03:100
COUNT_NOT_200:2019-09-04:1892,COUNT_NOT_200,2019-09-04,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-04:100
COUNT_NOT_200:2019-09-05:1893,COUNT_NOT_200,2019-09-05,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-05:100
COUNT_NOT_200:2019-09-06:1894,COUNT_NOT_200,2019-09-06,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-06:100
COUNT_NOT_200:2019-09-09:1895,COUNT_NOT_200,2019-09-09,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-09:100
COUNT_NOT_200:2019-09-11:1896,COUNT_NOT_200,2019-09-11,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-11:100
COUNT_NOT_200:2019-09-12:1897,COUNT_NOT_200,2019-09-12,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-12:100
COUNT_NOT_200:2019-09-13:1898,COUNT_NOT_200,2019-09-13,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-13:100
COUNT_NOT_200:2019-09-16:1899,COUNT_NOT_200,2019-09-16,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-16:100
COUNT_NOT_200:2019-09-17:1900,COUNT_NOT_200,2019-09-17,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-17:100
COUNT_NOT_200:2019-09-18:1901,COUNT_NOT_200,2019-09-18,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-18:100
COUNT_NOT_200:2019-09-19:1902,COUNT_NOT_200,2019-09-19,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-19:100
COUNT_NOT_200:2019-09-20:1903,COUNT_NOT_200,2019-09-20,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-20:100
COUNT_NOT_200:2019-09-23:1904,COUNT_NOT_200,2019-09-23,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-23:100
COUNT_NOT_200:2019-09-24:1905,COUNT_NOT_200,2019-09-24,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-24:100
COUNT_NOT_200:2019-09-25:1906,COUNT_NOT_200,2019-09-25,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-25:100
COUNT_NOT_200:2019-09-26:1907,COUNT_NOT_200,2019-09-26,2019,,,,,201,100,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-26:100
COUNT_NOT_200:2019-09-27:1908,COUNT_NOT_200,2019-09-27,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-27:103
COUNT_NOT_200:2019-09-30:1909,COUNT_NOT_200,2019-09-30,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-09-30:103
COUNT_NOT_200:2019-10-01:1910,COUNT_NOT_200,2019-10-01,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-10-01:103
COUNT_NOT_200:2019-10-03:1911,COUNT_NOT_200,2019-10-03,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-10-03:103
COUNT_NOT_200:2019-10-04:1912,COUNT_NOT_200,2019-10-04,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-10-04:103
COUNT_NOT_200:2019-10-07:1913,COUNT_NOT_200,2019-10-07,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-10-07:103
COUNT_NOT_200:2019-10-09:1914,COUNT_NOT_200,2019-10-09,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-10-09:103
COUNT_NOT_200:2019-10-10:1915,COUNT_NOT_200,2019-10-10,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-10-10:103
COUNT_NOT_200:2019-10-11:1916,COUNT_NOT_200,2019-10-11,2019,,,,,201,103,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2019-10-11:103
